Season,Player,Team,Pos,name,GSIS_ID,name_orig,name_pos,name_pos_team
2010,Marques Colston,NO,WR,Marques Colston,00-0024466,M.Colston,"Marques Colston, WR","Marques Colston, WR, NO"
2010,Marshawn Lynch,SEA,RB,Marshawn Lynch,00-0025399,M.Lynch,"Marshawn Lynch, RB","Marshawn Lynch, RB, SEA"
2010,Martellus Bennett,DAL,TE,Martellus Bennett,00-0026201,M.Bennett,"Martellus Bennett, TE","Martellus Bennett, TE, DAL"
2010,Matt Cassel,KC,QB,Matt Cassel,00-0023662,M.Cassel,"Matt Cassel, QB","Matt Cassel, QB, KC"
2010,Matt Flynn,GB,QB,Matt Flynn,00-0026349,M.Flynn,"Matt Flynn, QB","Matt Flynn, QB, GB"
2010,Matt Forte,CHI,RB,Matt Forte,00-0026184,M.Forte,"Matt Forte, RB","Matt Forte, RB, CHI"
2010,Matt Hasselbeck,SEA,QB,Matt Hasselbeck,00-0007091,M.Hasselbeck,"Matt Hasselbeck, QB","Matt Hasselbeck, QB, SEA"
2010,Matt Moore,CAR,QB,Matt Moore,00-0025708,M.Moore,"Matt Moore, QB","Matt Moore, QB, CAR"
2010,Matt Ryan,ATL,QB,Matt Ryan,00-0026143,M.Ryan,"Matt Ryan, QB","Matt Ryan, QB, ATL"
2010,Matt Schaub,HOU,QB,Matt Schaub,00-0022787,M.Schaub,"Matt Schaub, QB","Matt Schaub, QB, HOU"
2010,Matt Spaeth,PIT,TE,Matt Spaeth,00-0025464,M.Spaeth,"Matt Spaeth, TE","Matt Spaeth, TE, PIT"
2010,Matt Willis,DEN,WR,Matt Willis,00-0024756,M.Willis,"Matt Willis, WR","Matt Willis, WR, DEN"
2010,Matthew Mulligan,NYJ,TE,Matthew Mulligan,00-0026008,M.Mulligan,"Matthew Mulligan, TE","Matthew Mulligan, TE, NYJ"
2010,Matthew Slater,NE,WR,Matthew Slater,00-0026293,M.Slater,"Matthew Slater, WR","Matthew Slater, WR, NE"
2010,Matthew Stafford,DET,QB,Matthew Stafford,00-0026498,M.Stafford,"Matthew Stafford, QB","Matthew Stafford, QB, DET"
2010,Maurice Morris,DET,RB,Maurice Morris,00-0021182,M.Morris,"Maurice Morris, RB","Maurice Morris, RB, DET"
2010,Maurice Stovall,TB,WR,Maurice Stovall,00-0024305,M.Stovall,"Maurice Stovall, WR","Maurice Stovall, WR, TB"
2010,Max Hall,ARI,QB,Max Hall,00-0027347,M.Hall,"Max Hall, QB","Max Hall, QB, ARI"
2010,Max Komar,ARI,WR,Max Komar,00-0027352,M.Komar,"Max Komar, WR","Max Komar, WR, ARI"
2010,Mewelde Moore,PIT,RB,Mewelde Moore,00-0022217,M.Moore,"Mewelde Moore, RB","Mewelde Moore, RB, PIT"
2010,Michael Bennett,OAK,RB,Michael Bennett,00-0020514,M.Bennett,"Michael Bennett, RB","Michael Bennett, RB, OAK"
2010,Michael Bush,OAK,RB,Michael Bush,00-0025487,M.Bush,"Michael Bush, RB","Michael Bush, RB, OAK"
2010,Michael Clayton,NYG,WR,Michael Clayton,00-0022725,M.Clayton,"Michael Clayton, WR","Michael Clayton, WR, NYG"
2010,Michael Crabtree,SF,WR,Michael Crabtree,00-0026986,M.Crabtree,"Michael Crabtree, WR","Michael Crabtree, WR, SF"
2010,Michael Jenkins,ATL,WR,Michael Jenkins,00-0022781,M.Jenkins,"Michael Jenkins, WR","Michael Jenkins, WR, ATL"
2010,Michael Palmer,ATL,TE,Michael Palmer,00-0027202,M.Palmer,"Michael Palmer, TE","Michael Palmer, TE, ATL"
2010,Michael Robinson,SEA,FB,Michael Robinson,00-0024315,M.Robinson,"Michael Robinson, FB","Michael Robinson, FB, SEA"
2010,Michael Turner,ATL,RB,Michael Turner,00-0022821,M.Turner,"Michael Turner, RB","Michael Turner, RB, ATL"
2010,Micheal Spurlock,TB,WR,Micheal Spurlock,00-0023968,M.Spurlock,"Micheal Spurlock, WR","Micheal Spurlock, WR, TB"
2010,Mickey Shuler,MIA,TE,Mickey Shuler,00-0027809,M.Shuler,"Mickey Shuler, TE","Mickey Shuler, TE, MIA"
2010,Mike Bell,CLE,RB,Mike Bell,00-0024011,M.Bell,"Mike Bell, RB","Mike Bell, RB, CLE"
2010,Mike Goodson,CAR,RB,Mike Goodson,00-0027080,M.Goodson,"Mike Goodson, RB","Mike Goodson, RB, CAR"
2010,Mike Hart,IND,RB,Mike Hart,00-0026342,M.Hart,"Mike Hart, RB","Mike Hart, RB, IND"
2010,Mike Sellers,WAS,FB,Mike Sellers,00-0014655,M.Sellers,"Mike Sellers, FB","Mike Sellers, FB, WAS"
2010,Mike Vick,PHI,QB,Mike Vick,00-0020245,M.Vick,"Mike Vick, QB","Mike Vick, QB, PHI"
2010,Mike Wallace,PIT,WR,Mike Wallace,00-0026901,M.Wallace,"Mike Wallace, WR","Mike Wallace, WR, PIT"
2010,Mike Williams,SEA,WR,Mike Williams,00-0023452,M.Williams,"Mike Williams, WR","Mike Williams, WR, SEA"
2010,Mike Williams,TB,WR,Mike Williams,00-0027702,M.Williams,"Mike Williams, WR","Mike Williams, WR, TB"
2010,Miles Austin,DAL,WR,Miles Austin,00-0023921,M.Austin,"Miles Austin, WR","Miles Austin, WR, DAL"
2010,Mohamed Massaquoi,CLE,WR,Mohamed Massaquoi,00-0027026,M.Massaquoi,"Mohamed Massaquoi, WR","Mohamed Massaquoi, WR, CLE"
2010,Moran Norris,SF,FB,Moran Norris,00-0020508,M.Norris,"Moran Norris, FB","Moran Norris, FB, SF"
2010,Naaman Roosevelt,BUF,WR,Naaman Roosevelt,00-0027220,N.Roosevelt,"Naaman Roosevelt, WR","Naaman Roosevelt, WR, BUF"
2010,Nate Burleson,DET,WR,Nate Burleson,00-0021999,N.Burleson,"Nate Burleson, WR","Nate Burleson, WR, DET"
2010,Nate Byham,SF,TE,Nate Byham,00-0027780,N.Byham,"Nate Byham, TE","Nate Byham, TE, SF"
2010,Nate Washington,TEN,WR,Nate Washington,00-0023367,N.Washington,"Nate Washington, WR","Nate Washington, WR, TEN"
2010,Naufahu Tahi,MIN,FB,Naufahu Tahi,00-0023774,N.Tahi,"Naufahu Tahi, FB","Naufahu Tahi, FB, MIN"
2010,Nick Miller,OAK,WR,Nick Miller,00-0026536,N.Miller,"Nick Miller, WR","Nick Miller, WR, OAK"
2010,Ovie Mughelli,ATL,FB,Ovie Mughelli,00-0022143,O.Mughelli,"Ovie Mughelli, FB","Ovie Mughelli, FB, ATL"
2010,Owen Daniels,HOU,TE,Owen Daniels,00-0024313,O.Daniels,"Owen Daniels, TE","Owen Daniels, TE, HOU"
2010,Patrick Cobbs,MIA,RB,Patrick Cobbs,00-0024172,P.Cobbs,"Patrick Cobbs, RB","Patrick Cobbs, RB, MIA"
2010,Patrick Turner,NYJ,WR,Patrick Turner,00-0027059,P.Turner,"Patrick Turner, WR","Patrick Turner, WR, NYJ"
2010,Paul Hubbard,BUF,WR,Paul Hubbard,00-0026331,P.Hubbard,"Paul Hubbard, WR","Paul Hubbard, WR, BUF"
2010,Percy Harvin,MIN,WR,Percy Harvin,00-0026998,P.Harvin,"Percy Harvin, WR","Percy Harvin, WR, MIN"
2010,Peyton Hillis,CLE,RB,Peyton Hillis,00-0026367,P.Hillis,"Peyton Hillis, RB","Peyton Hillis, RB, CLE"
2010,Peyton Manning,IND,QB,Peyton Manning,00-0010346,P.Manning,"Peyton Manning, QB","Peyton Manning, QB, IND"
2010,Pierre Garcon,IND,WR,Pierre Garcon,00-0026345,P.Garcon,"Pierre Garcon, WR","Pierre Garcon, WR, IND"
2010,Pierre Thomas,NO,RB,Pierre Thomas,00-0024813,P.Thomas,"Pierre Thomas, RB","Pierre Thomas, RB, NO"
2010,Preston Parker,TB,WR,Preston Parker,00-0027450,P.Parker,"Preston Parker, WR","Preston Parker, WR, TB"
2010,Quan Cosby,CIN,WR,Quan Cosby,00-0026716,Q.Cosby,"Quan Cosby, WR","Quan Cosby, WR, CIN"
2010,Quinton Ganther,BUF,RB,Quinton Ganther,00-0024460,Q.Ganther,"Quinton Ganther, RB","Quinton Ganther, RB, BUF"
2010,Ramses Barden,NYG,WR,Ramses Barden,00-0026902,R.Barden,"Ramses Barden, WR","Ramses Barden, WR, NYG"
2010,Randy Moss,TEN,WR,Randy Moss,00-0011754,R.Moss,"Randy Moss, WR","Randy Moss, WR, TEN"
2010,Rashard Mendenhall,PIT,RB,Rashard Mendenhall,00-0026163,R.Mendenhall,"Rashard Mendenhall, RB","Rashard Mendenhall, RB, PIT"
2010,Rashied Davis,CHI,WR,Rashied Davis,00-0023429,R.Davis,"Rashied Davis, WR","Rashied Davis, WR, CHI"
2010,Ray Rice,BAL,RB,Ray Rice,00-0026195,R.Rice,"Ray Rice, RB","Ray Rice, RB, BAL"
2010,Reggie Bush,NO,RB,Reggie Bush,00-0024217,R.Bush,"Reggie Bush, RB","Reggie Bush, RB, NO"
2010,Reggie Kelly,CIN,TE,Reggie Kelly,00-0009119,R.Kelly,"Reggie Kelly, TE","Reggie Kelly, TE, CIN"
2010,Reggie Wayne,IND,WR,Reggie Wayne,00-0020498,R.Wayne,"Reggie Wayne, WR","Reggie Wayne, WR, IND"
2010,Rex Grossman,WAS,QB,Rex Grossman,00-0022121,R.Grossman,"Rex Grossman, QB","Rex Grossman, QB, WAS"
2010,Richard Bartel,ARI,QB,Richard Bartel,00-0025749,R.Bartel,"Richard Bartel, QB","Richard Bartel, QB, ARI"
2010,Richard Quinn,DEN,TE,Richard Quinn,00-0027040,R.Quinn,"Richard Quinn, TE","Richard Quinn, TE, DEN"
2010,Ricky Williams,MIA,RB,Ricky Williams,00-0017915,R.Williams,"Ricky Williams, RB","Ricky Williams, RB, MIA"
2010,Riley Cooper,PHI,WR,Riley Cooper,00-0027758,R.Cooper,"Riley Cooper, WR","Riley Cooper, WR, PHI"
2010,Rob Gronkowski,NE,TE,Rob Gronkowski,00-0027656,R.Gronkowski,"Rob Gronkowski, TE","Rob Gronkowski, TE, NE"
2010,Robert Meachem,NO,WR,Robert Meachem,00-0025414,R.Meachem,"Robert Meachem, WR","Robert Meachem, WR, NO"
2010,Robert Royal,CLE,TE,Robert Royal,00-0021273,R.Royal,"Robert Royal, TE","Robert Royal, TE, CLE"
2010,Roberto Wallace,MIA,WR,Roberto Wallace,00-0027358,R.Wallace,"Roberto Wallace, WR","Roberto Wallace, WR, MIA"
2010,Rock Cartwright,OAK,RB,Rock Cartwright,00-0021357,R.Cartwright,"Rock Cartwright, RB","Rock Cartwright, RB, OAK"
2010,Roddy White,ATL,WR,Roddy White,00-0023462,R.White,"Roddy White, WR","Roddy White, WR, ATL"
2010,Ronnie Brown,MIA,RB,Ronnie Brown,00-0023437,R.Brown,"Ronnie Brown, RB","Ronnie Brown, RB, MIA"
2010,Roscoe Parrish,BUF,WR,Roscoe Parrish,00-0023490,R.Parrish,"Roscoe Parrish, WR","Roscoe Parrish, WR, BUF"
2010,Roy Williams,DAL,WR,Roy Williams,00-0022909,R.Williams,"Roy Williams, WR","Roy Williams, WR, DAL"
2010,Roydell Williams,WAS,WR,Roydell Williams,00-0023570,R.Williams,"Roydell Williams, WR","Roydell Williams, WR, WAS"
2010,Rusty Smith,TEN,QB,Rusty Smith,00-0027775,R.Smith,"Rusty Smith, QB","Rusty Smith, QB, TEN"
2010,Ruvell Martin,SEA,WR,Ruvell Martin,00-0022421,R.Martin,"Ruvell Martin, WR","Ruvell Martin, WR, SEA"
2010,Ryan Fitzpatrick,BUF,QB,Ryan Fitzpatrick,00-0023682,R.Fitzpatrick,"Ryan Fitzpatrick, QB","Ryan Fitzpatrick, QB, BUF"
2010,Ryan Grant,GB,RB,Ryan Grant,00-0022984,R.Grant,"Ryan Grant, RB","Ryan Grant, RB, GB"
2010,Ryan Purvis,TB,TE,Ryan Purvis,00-0026804,R.Purvis,"Ryan Purvis, TE","Ryan Purvis, TE, TB"
2010,Ryan Torain,WAS,RB,Ryan Torain,00-0026279,R.Torain,"Ryan Torain, RB","Ryan Torain, RB, WAS"
2010,Sam Aiken,CLE,WR,Sam Aiken,00-0021915,S.Aiken,"Sam Aiken, WR","Sam Aiken, WR, CLE"
2010,Sam Hurd,DAL,WR,Sam Hurd,00-0023953,S.Hurd,"Sam Hurd, WR","Sam Hurd, WR, DAL"
2010,Sammie Stroughter,TB,WR,Sammie Stroughter,00-0026953,S.Stroughter,"Sammie Stroughter, WR","Sammie Stroughter, WR, TB"
2010,Sammy Morris,NE,RB,Sammy Morris,00-0019484,S.Morris,"Sammy Morris, RB","Sammy Morris, RB, NE"
2010,Santana Moss,WAS,WR,Santana Moss,00-0020494,S.Moss,"Santana Moss, WR","Santana Moss, WR, WAS"
2010,Santonio Holmes,NYJ,WR,Santonio Holmes,00-0024240,S.Holmes,"Santonio Holmes, WR","Santonio Holmes, WR, NYJ"
2010,Scott Chandler,BUF,TE,Scott Chandler,00-0025516,S.Chandler,"Scott Chandler, TE","Scott Chandler, TE, BUF"
2010,Seneca Wallace,CLE,QB,Seneca Wallace,00-0022055,S.Wallace,"Seneca Wallace, QB","Seneca Wallace, QB, CLE"
2010,Shaun Hill,DET,QB,Shaun Hill,00-0020679,S.Hill,"Shaun Hill, QB","Shaun Hill, QB, DET"
2010,Shawn Nelson,BUF,TE,Shawn Nelson,00-0027088,S.Nelson,"Shawn Nelson, TE","Shawn Nelson, TE, BUF"
2010,Shonn Greene,NYJ,RB,Shonn Greene,00-0026899,S.Greene,"Shonn Greene, RB","Shonn Greene, RB, NYJ"
2010,Sidney Rice,MIN,WR,Sidney Rice,00-0025431,S.Rice,"Sidney Rice, WR","Sidney Rice, WR, MIN"
2010,Spencer Larsen,DEN,FB,Spencer Larsen,00-0026323,S.Larsen,"Spencer Larsen, FB","Spencer Larsen, FB, DEN"
2010,Stefan Logan,DET,WR,Stefan Logan,00-0026491,S.Logan,"Stefan Logan, WR","Stefan Logan, WR, DET"
2010,Stephen McGee,DAL,QB,Stephen McGee,00-0027071,S.McGee,"Stephen McGee, QB","Stephen McGee, QB, DAL"
2010,Stephen Spach,ARI,TE,Stephen Spach,00-0023108,S.Spach,"Stephen Spach, TE","Stephen Spach, TE, ARI"
2010,Stephen Williams,ARI,WR,Stephen Williams,00-0027349,S.Williams,"Stephen Williams, WR","Stephen Williams, WR, ARI"
2010,Steve Breaston,ARI,WR,Steve Breaston,00-0025529,S.Breaston,"Steve Breaston, WR","Steve Breaston, WR, ARI"
2010,Steve Johnson,BUF,WR,Steve Johnson,00-0026364,S.Johnson,"Steve Johnson, WR","Steve Johnson, WR, BUF"
2010,Steve Slaton,HOU,RB,Steve Slaton,00-0026229,S.Slaton,"Steve Slaton, RB","Steve Slaton, RB, HOU"
2010,Steve Smith,CAR,WR,Steve Smith,00-0020337,S.Smith,"Steve Smith, WR","Steve Smith, WR, CAR"
2010,Steve Smith,NYG,WR,Steve Smith,00-0025438,S.Smith,"Steve Smith, WR","Steve Smith, WR, NYG"
2010,T.J. Houshmandzadeh,BAL,WR,T.J. Houshmandzadeh,00-0020438,T.Houshmandzadeh,"T.J. Houshmandzadeh, WR","T.J. Houshmandzadeh, WR, BAL"
2010,Tarvaris Jackson,MIN,QB,Tarvaris Jackson,00-0024279,T.Jackson,"Tarvaris Jackson, QB","Tarvaris Jackson, QB, MIN"
2010,Tashard Choice,DAL,RB,Tashard Choice,00-0026262,T.Choice,"Tashard Choice, RB","Tashard Choice, RB, DAL"
2010,Taylor Price,NE,WR,Taylor Price,00-0027693,T.Price,"Taylor Price, WR","Taylor Price, WR, NE"
2010,Ted Ginn,SF,WR,Ted Ginn,00-0025396,T.Ginn,"Ted Ginn, WR","Ted Ginn, WR, SF"
2010,Terrance Copper,KC,WR,Terrance Copper,00-0022388,T.Copper,"Terrance Copper, WR","Terrance Copper, WR, KC"
2010,Terrell Owens,CIN,WR,Terrell Owens,00-0012478,T.Owens,"Terrell Owens, WR","Terrell Owens, WR, CIN"
2010,Terrence Austin,WAS,WR,Terrence Austin,00-0027813,T.Austin,"Terrence Austin, WR","Terrence Austin, WR, WAS"
2010,Thomas Clayton,NE,RB,Thomas Clayton,00-0025573,T.Clayton,"Thomas Clayton, RB","Thomas Clayton, RB, NE"
2010,Thomas Jones,KC,RB,Thomas Jones,00-0019641,T.Jones,"Thomas Jones, RB","Thomas Jones, RB, KC"
2010,Tim Castille,KC,FB,Tim Castille,00-0025672,T.Castille,"Tim Castille, FB","Tim Castille, FB, KC"
2010,Tim Hightower,ARI,RB,Tim Hightower,00-0026289,T.Hightower,"Tim Hightower, RB","Tim Hightower, RB, ARI"
2010,Tim Tebow,DEN,QB,Tim Tebow,00-0027876,T.Tebow,"Tim Tebow, QB","Tim Tebow, QB, DEN"
2010,Toby Gerhart,MIN,RB,Toby Gerhart,00-0027888,T.Gerhart,"Toby Gerhart, RB","Toby Gerhart, RB, MIN"
2010,Todd Collins,CHI,QB,Todd Collins,00-0003315,T.Collins,"Todd Collins, QB","Todd Collins, QB, CHI"
2010,Todd Heap,BAL,TE,Todd Heap,00-0020516,T.Heap,"Todd Heap, TE","Todd Heap, TE, BAL"
2010,Tom Brady,NE,QB,Tom Brady,00-0019596,T.Brady,"Tom Brady, QB","Tom Brady, QB, NE"
2010,Tom Crabtree,GB,TE,Tom Crabtree,00-0026878,T.Crabtree,"Tom Crabtree, TE","Tom Crabtree, TE, GB"
2010,Tony Fiammetta,CAR,FB,Tony Fiammetta,00-0027093,T.Fiammetta,"Tony Fiammetta, FB","Tony Fiammetta, FB, CAR"
2010,Tony Gonzalez,ATL,TE,Tony Gonzalez,00-0006101,T.Gonzalez,"Tony Gonzalez, TE","Tony Gonzalez, TE, ATL"
2010,Tony Moeaki,KC,TE,Tony Moeaki,00-0027695,T.Moeaki,"Tony Moeaki, TE","Tony Moeaki, TE, KC"
2010,Tony Pike,CAR,QB,Tony Pike,00-0027801,T.Pike,"Tony Pike, QB","Tony Pike, QB, CAR"
2010,Tony Richardson,NYJ,FB,Tony Richardson,00-0013694,T.Richardson,"Tony Richardson, FB","Tony Richardson, FB, NYJ"
2010,Tony Romo,DAL,QB,Tony Romo,00-0021678,T.Romo,"Tony Romo, QB","Tony Romo, QB, DAL"
2010,Tony Scheffler,DET,TE,Tony Scheffler,00-0024276,T.Scheffler,"Tony Scheffler, TE","Tony Scheffler, TE, DET"
2010,Tory Humphrey,NO,TE,Tory Humphrey,00-0023210,T.Humphrey,"Tory Humphrey, TE","Tory Humphrey, TE, NO"
2010,Travis Beckum,NYG,TE,Travis Beckum,00-0027070,T.Beckum,"Travis Beckum, TE","Travis Beckum, TE, NYG"
2010,Troy Smith,SF,QB,Troy Smith,00-0025561,T.Smith,"Troy Smith, QB","Troy Smith, QB, SF"
2010,Tyler Palko,KC,QB,Tyler Palko,00-0024812,T.Palko,"Tyler Palko, QB","Tyler Palko, QB, KC"
2010,Tyler Thigpen,MIA,QB,Tyler Thigpen,00-0025604,T.Thigpen,"Tyler Thigpen, QB","Tyler Thigpen, QB, MIA"
2010,Tyrell Sutton,CAR,RB,Tyrell Sutton,00-0026790,T.Sutton,"Tyrell Sutton, RB","Tyrell Sutton, RB, CAR"
2010,Vernon Davis,SF,TE,Vernon Davis,00-0024221,V.Davis,"Vernon Davis, TE","Vernon Davis, TE, SF"
2010,Verran Tucker,KC,WR,Verran Tucker,00-0027429,V.Tucker,"Verran Tucker, WR","Verran Tucker, WR, KC"
2010,Vince Young,TEN,QB,Vince Young,00-0024218,V.Young,"Vince Young, QB","Vince Young, QB, TEN"
2010,Visanthe Shiancoe,MIN,TE,Visanthe Shiancoe,00-0022054,V.Shiancoe,"Visanthe Shiancoe, TE","Visanthe Shiancoe, TE, MIN"
2010,Wes Welker,NE,WR,Wes Welker,00-0022427,W.Welker,"Wes Welker, WR","Wes Welker, WR, NE"
2010,Will Heller,DET,TE,Will Heller,00-0021756,W.Heller,"Will Heller, TE","Will Heller, TE, DET"
2010,Willis McGahee,BAL,RB,Willis McGahee,00-0022178,W.McGahee,"Willis McGahee, RB","Willis McGahee, RB, BAL"
2010,Zach Miller,OAK,TE,Zach Miller,00-0025425,Z.Miller,"Zach Miller, TE","Zach Miller, TE, OAK"
2009,Aaron Brown,DET,RB,Aaron Brown,00-0027129,A.Brown,"Aaron Brown, RB","Aaron Brown, RB, DET"
2009,Aaron Rodgers,GB,QB,Aaron Rodgers,00-0023459,A.Rodgers,"Aaron Rodgers, QB","Aaron Rodgers, QB, GB"
2009,Aaron Stecker,ATL,RB,Aaron Stecker,00-0015601,A.Stecker,"Aaron Stecker, RB","Aaron Stecker, RB, ATL"
2009,Adrian Peterson,CHI,RB,Adrian Peterson,00-0021306,A.Peterson,"Adrian Peterson, RB","Adrian Peterson, RB, CHI"
2009,Adrian Peterson,MIN,RB,Adrian Peterson,00-0025394,A.Peterson,"Adrian Peterson, RB","Adrian Peterson, RB, MIN"
2009,Ahmad Bradshaw,NYG,RB,Ahmad Bradshaw,00-0025637,A.Bradshaw,"Ahmad Bradshaw, RB","Ahmad Bradshaw, RB, NYG"
2009,Ahman Green,GB,RB,Ahman Green,00-0006305,A.Green,"Ahman Green, RB","Ahman Green, RB, GB"
2009,Ahmard Hall,TEN,FB,Ahmard Hall,00-0024489,A.Hall,"Ahmard Hall, FB","Ahmard Hall, FB, TEN"
2009,Albert Young,MIN,RB,Albert Young,00-0025955,A.Young,"Albert Young, RB","Albert Young, RB, MIN"
2009,Alex Smith,PHI,TE,Alex Smith,00-0023506,A.Smith,"Alex Smith, TE","Alex Smith, TE, PHI"
2009,Alex Smith,SF,QB,Alex Smith,00-0023436,A.Smith,"Alex Smith, QB","Alex Smith, QB, SF"
2009,Alge Crumpler,TEN,TE,Alge Crumpler,00-0020285,A.Crumpler,"Alge Crumpler, TE","Alge Crumpler, TE, TEN"
2009,Andre Caldwell,CIN,WR,Andre Caldwell,00-0026237,A.Caldwell,"Andre Caldwell, WR","Andre Caldwell, WR, CIN"
2009,Andre Davis,HOU,WR,Andre Davis,00-0021175,A.Davis,"Andre Davis, WR","Andre Davis, WR, HOU"
2009,Andre Johnson,HOU,WR,Andre Johnson,00-0022044,A.Johnson,"Andre Johnson, WR","Andre Johnson, WR, HOU"
2009,Anquan Boldin,ARI,WR,Anquan Boldin,00-0022084,A.Boldin,"Anquan Boldin, WR","Anquan Boldin, WR, ARI"
2009,Anthony Becht,ARI,TE,Anthony Becht,00-0019457,A.Becht,"Anthony Becht, TE","Anthony Becht, TE, ARI"
2009,Anthony Fasano,MIA,TE,Anthony Fasano,00-0024268,A.Fasano,"Anthony Fasano, TE","Anthony Fasano, TE, MIA"
2009,Anthony Hill,HOU,TE,Anthony Hill,00-0026908,A.Hill,"Anthony Hill, TE","Anthony Hill, TE, HOU"
2009,Antonio Bryant,TB,WR,Antonio Bryant,00-0021191,A.Bryant,"Antonio Bryant, WR","Antonio Bryant, WR, TB"
2009,Antwaan Randle El,WAS,WR,Antwaan Randle El,00-0021190,A.El,"Antwaan Randle El, WR","Antwaan Randle El, WR, WAS"
2009,Arian Foster,HOU,RB,Arian Foster,00-0026796,A.Foster,"Arian Foster, RB","Arian Foster, RB, HOU"
2009,Arnaz Battle,SF,WR,Arnaz Battle,00-0022064,A.Battle,"Arnaz Battle, WR","Arnaz Battle, WR, SF"
2009,Austin Collie,IND,WR,Austin Collie,00-0027092,A.Collie,"Austin Collie, WR","Austin Collie, WR, IND"
2009,B.J. Askew,TB,FB,B.J. Askew,00-0022003,B.Askew,"B.J. Askew, FB","B.J. Askew, FB, TB"
2009,Beanie Wells,ARI,RB,Beanie Wells,00-0027007,B.Wells,"Beanie Wells, RB","Beanie Wells, RB, ARI"
2009,Bear Pascoe,NYG,TE,Bear Pascoe,00-0026931,B.Pascoe,"Bear Pascoe, TE","Bear Pascoe, TE, NYG"
2009,Ben Hartsock,NYJ,TE,Ben Hartsock,00-0022847,B.Hartsock,"Ben Hartsock, TE","Ben Hartsock, TE, NYJ"
2009,Ben Obomanu,SEA,WR,Ben Obomanu,00-0024463,B.Obomanu,"Ben Obomanu, WR","Ben Obomanu, WR, SEA"
2009,Ben Patrick,ARI,TE,Ben Patrick,00-0025602,B.Patrick,"Ben Patrick, TE","Ben Patrick, TE, ARI"
2009,Ben Roethlisberger,PIT,QB,Ben Roethlisberger,00-0022924,B.Roethlisberger,"Ben Roethlisberger, QB","Ben Roethlisberger, QB, PIT"
2009,Benjamin Watson,NE,TE,Benjamin Watson,00-0022943,B.Watson,"Benjamin Watson, TE","Benjamin Watson, TE, NE"
2009,BenJarvus Green-Ellis,NE,RB,BenJarvus Green-Ellis,00-0025860,B.Green-Ellis,"BenJarvus Green-Ellis, RB","BenJarvus Green-Ellis, RB, NE"
2009,Bernard Berrian,MIN,WR,Bernard Berrian,00-0022807,B.Berrian,"Bernard Berrian, WR","Bernard Berrian, WR, MIN"
2009,Bernard Scott,CIN,RB,Bernard Scott,00-0026941,B.Scott,"Bernard Scott, RB","Bernard Scott, RB, CIN"
2009,Bo Scaife,TEN,TE,Bo Scaife,00-0023612,B.Scaife,"Bo Scaife, TE","Bo Scaife, TE, TEN"
2009,Bobby Engram,KC,WR,Bobby Engram,00-0004915,B.Engram,"Bobby Engram, WR","Bobby Engram, WR, KC"
2009,Bobby Wade,KC,WR,Bobby Wade,00-0022144,B.Wade,"Bobby Wade, WR","Bobby Wade, WR, KC"
2009,Brad Cottam,KC,TE,Brad Cottam,00-0026216,B.Cottam,"Brad Cottam, TE","Brad Cottam, TE, KC"
2009,Brad Hoover,CAR,FB,Brad Hoover,00-0019100,B.Hoover,"Brad Hoover, FB","Brad Hoover, FB, CAR"
2009,Brad Smith,NYJ,WR,Brad Smith,00-0024318,B.Smith,"Brad Smith, WR","Brad Smith, WR, NYJ"
2009,Brady Quinn,CLE,QB,Brady Quinn,00-0025409,B.Quinn,"Brady Quinn, QB","Brady Quinn, QB, CLE"
2009,Brandon Jackson,GB,RB,Brandon Jackson,00-0025450,B.Jackson,"Brandon Jackson, RB","Brandon Jackson, RB, GB"
2009,Brandon Jacobs,NYG,RB,Brandon Jacobs,00-0023545,B.Jacobs,"Brandon Jacobs, RB","Brandon Jacobs, RB, NYG"
2009,Brandon Jones,SF,WR,Brandon Jones,00-0023531,B.Jones,"Brandon Jones, WR","Brandon Jones, WR, SF"
2009,Brandon Lloyd,DEN,WR,Brandon Lloyd,00-0022097,B.Lloyd,"Brandon Lloyd, WR","Brandon Lloyd, WR, DEN"
2009,Brandon Marshall,DEN,WR,Brandon Marshall,00-0024334,B.Marshall,"Brandon Marshall, WR","Brandon Marshall, WR, DEN"
2009,Brandon Myers,OAK,TE,Brandon Myers,00-0027135,B.Myers,"Brandon Myers, TE","Brandon Myers, TE, OAK"
2009,Brandon Pettigrew,DET,TE,Brandon Pettigrew,00-0026996,B.Pettigrew,"Brandon Pettigrew, TE","Brandon Pettigrew, TE, DET"
2009,Brandon Stokley,DEN,WR,Brandon Stokley,00-0015754,B.Stokley,"Brandon Stokley, WR","Brandon Stokley, WR, DEN"
2009,Brandon Tate,NE,WR,Brandon Tate,00-0027057,B.Tate,"Brandon Tate, WR","Brandon Tate, WR, NE"
2009,Braylon Edwards,NYJ,WR,Braylon Edwards,00-0023438,B.Edwards,"Braylon Edwards, WR","Braylon Edwards, WR, NYJ"
2009,Brent Celek,PHI,TE,Brent Celek,00-0025549,B.Celek,"Brent Celek, TE","Brent Celek, TE, PHI"
2009,Brett Favre,MIN,QB,Brett Favre,00-0005106,B.Favre,"Brett Favre, QB","Brett Favre, QB, MIN"
2009,Brett Swain,GB,WR,Brett Swain,00-0026357,B.Swain,"Brett Swain, WR","Brett Swain, WR, GB"
2009,Brian Brohm,BUF,QB,Brian Brohm,00-0026196,B.Brohm,"Brian Brohm, QB","Brian Brohm, QB, BUF"
